loggernet_variable,cr1000_name,design_scale_type,design_link,var_norm_split,research_name,logger,type,units,definition,table
Dif_10pin_Avg(8),dif_10pin_avg8,plot,c6,y,dif_10pin_avg,genx,number,degrees Celsius,difference between 10pin and amb_b,genx_export
Dif_10pin_Avg(9),dif_10pin_avg9,plot,b6,y,dif_10pin_avg,genx,number,degrees Celsius,difference between 10pin and amb_b,genx_export
Dif_10pin_Avg(10),dif_10pin_avg10,plot,a7,y,dif_10pin_avg,genx,number,degrees Celsius,difference between 10pin and amb_b,genx_export
Dif_10pin_Avg(11),dif_10pin_avg11,plot,c8,y,dif_10pin_avg,genx,number,degrees Celsius,difference between 10pin and amb_b,genx_export
Dif_10pin_Avg(12),dif_10pin_avg12,plot,b9,y,dif_10pin_avg,genx,number,degrees Celsius,difference between 10pin and amb_b,genx_export
Dif_10pin_Avg(13),dif_10pin_avg13,plot,13_amb,y,dif_10pin_avg,genx,number,degrees Celsius,difference between 10pin and amb_b,genx_export
Dif_10pin_Avg(14),dif_10pin_avg14,plot,14_amb,y,dif_10pin_avg,genx,number,degrees Celsius,difference between 10pin and amb_b,genx_export
Dif_C2C_10C_Avg(1),dif_c2c_10c_avg1,plot,a0,y,dif_c2c_10c_avg,genx,number,degrees Celsius,difference between chamber temperature at 10 centimeter depth and spatial average of ambients,genx_export
Dif_C2C_10C_Avg(2),dif_c2c_10c_avg2,plot,c1,y,dif_c2c_10c_avg,genx,number,degrees Celsius,difference between chamber temperature at 10 centimeter depth and spatial average of ambients,genx_export
Dif_C2C_10C_Avg(3),dif_c2c_10c_avg3,plot,b2,y,dif_c2c_10c_avg,genx,number,degrees Celsius,difference between chamber temperature at 10 centimeter depth and spatial average of ambients,genx_export
Dif_C2C_10C_Avg(4),dif_c2c_10c_avg4,plot,a3,y,dif_c2c_10c_avg,genx,number,degrees Celsius,difference between chamber temperature at 10 centimeter depth and spatial average of ambients,genx_export
Dif_C2C_10C_Avg(5),dif_c2c_10c_avg5,plot,c4,y,dif_c2c_10c_avg,genx,number,degrees Celsius,difference between chamber temperature at 10 centimeter depth and spatial average of ambients,genx_export
Dif_C2C_10C_Avg(6),dif_c2c_10c_avg6,plot,b4,y,dif_c2c_10c_avg,genx,number,degrees Celsius,difference between chamber temperature at 10 centimeter depth and spatial average of ambients,genx_export
Dif_C2C_10C_Avg(7),dif_c2c_10c_avg7,plot,a5,y,dif_c2c_10c_avg,genx,number,degrees Celsius,difference between chamber temperature at 10 centimeter depth and spatial average of ambients,genx_export
Dif_C2C_10C_Avg(8),dif_c2c_10c_avg8,plot,c6,y,dif_c2c_10c_avg,genx,number,degrees Celsius,difference between chamber temperature at 10 centimeter depth and spatial average of ambients,genx_export
Dif_C2C_10C_Avg(9),dif_c2c_10c_avg9,plot,b6,y,dif_c2c_10c_avg,genx,number,degrees Celsius,difference between chamber temperature at 10 centimeter depth and spatial average of ambients,genx_export
Dif_C2C_10C_Avg(10),dif_c2c_10c_avg10,plot,a7,y,dif_c2c_10c_avg,genx,number,degrees Celsius,difference between chamber temperature at 10 centimeter depth and spatial average of ambients,genx_export
Dif_C2C_10C_Avg(11),dif_c2c_10c_avg11,plot,c8,y,dif_c2c_10c_avg,genx,number,degrees Celsius,difference between chamber temperature at 10 centimeter depth and spatial average of ambients,genx_export
Dif_C2C_10C_Avg(12),dif_c2c_10c_avg12,plot,b9,y,dif_c2c_10c_avg,genx,number,degrees Celsius,difference between chamber temperature at 10 centimeter depth and spatial average of ambients,genx_export
Dif_C2C_10C_Avg(13),dif_c2c_10c_avg13,plot,13_amb,y,dif_c2c_10c_avg,genx,number,degrees Celsius,difference between chamber temperature at 10 centimeter depth and spatial average of ambients,genx_export
Dif_C2C_10C_Avg(14),dif_c2c_10c_avg14,plot,14_amb,y,dif_c2c_10c_avg,genx,number,degrees Celsius,difference between chamber temperature at 10 centimeter depth and spatial average of ambients,genx_export
Dif_C2C_25C_Avg(1),dif_c2c_25c_avg1,plot,a0,y,dif_c2c_25c_avg,genx,number,degrees Celsius,difference between chamber temperature at 25 centimeter depth and spatial average of ambient plots,genx_export
Dif_C2C_25C_Avg(2),dif_c2c_25c_avg2,plot,c1,y,dif_c2c_25c_avg,genx,number,degrees Celsius,difference between chamber temperature at 25 centimeter depth and spatial average of ambient plots,genx_export
Dif_C2C_25C_Avg(3),dif_c2c_25c_avg3,plot,b2,y,dif_c2c_25c_avg,genx,number,degrees Celsius,difference between chamber temperature at 25 centimeter depth and spatial average of ambient plots,genx_export
Dif_C2C_25C_Avg(4),dif_c2c_25c_avg4,plot,a3,y,dif_c2c_25c_avg,genx,number,degrees Celsius,difference between chamber temperature at 25 centimeter depth and spatial average of ambient plots,genx_export
Dif_C2C_25C_Avg(5),dif_c2c_25c_avg5,plot,c4,y,dif_c2c_25c_avg,genx,number,degrees Celsius,difference between chamber temperature at 25 centimeter depth and spatial average of ambient plots,genx_export
Dif_C2C_25C_Avg(6),dif_c2c_25c_avg6,plot,b4,y,dif_c2c_25c_avg,genx,number,degrees Celsius,difference between chamber temperature at 25 centimeter depth and spatial average of ambient plots,genx_export
Dif_C2C_25C_Avg(7),dif_c2c_25c_avg7,plot,a5,y,dif_c2c_25c_avg,genx,number,degrees Celsius,difference between chamber temperature at 25 centimeter depth and spatial average of ambient plots,genx_export
Dif_C2C_25C_Avg(8),dif_c2c_25c_avg8,plot,c6,y,dif_c2c_25c_avg,genx,number,degrees Celsius,difference between chamber temperature at 25 centimeter depth and spatial average of ambient plots,genx_export
Dif_C2C_25C_Avg(9),dif_c2c_25c_avg9,plot,b6,y,dif_c2c_25c_avg,genx,number,degrees Celsius,difference between chamber temperature at 25 centimeter depth and spatial average of ambient plots,genx_export
Dif_C2C_25C_Avg(10),dif_c2c_25c_avg10,plot,a7,y,dif_c2c_25c_avg,genx,number,degrees Celsius,difference between chamber temperature at 25 centimeter depth and spatial average of ambient plots,genx_export
Dif_C2C_25C_Avg(11),dif_c2c_25c_avg11,plot,c8,y,dif_c2c_25c_avg,genx,number,degrees Celsius,difference between chamber temperature at 25 centimeter depth and spatial average of ambient plots,genx_export
Dif_C2C_25C_Avg(12),dif_c2c_25c_avg12,plot,b9,y,dif_c2c_25c_avg,genx,number,degrees Celsius,difference between chamber temperature at 25 centimeter depth and spatial average of ambient plots,genx_export
Dif_C2C_25C_Avg(13),dif_c2c_25c_avg13,plot,13_amb,y,dif_c2c_25c_avg,genx,number,degrees Celsius,difference between chamber temperature at 25 centimeter depth and spatial average of ambient plots,genx_export
Dif_C2C_25C_Avg(14),dif_c2c_25c_avg14,plot,14_amb,y,dif_c2c_25c_avg,genx,number,degrees Celsius,difference between chamber temperature at 25 centimeter depth and spatial average of ambient plots,genx_export
CS_Code,cs_code,site,logger,n,cs_code,genx,number,NA,code for Campbell Scientific control of system,genx_export
BoxTemp(1),boxtemp1,site,logger,n,boxtemp1,genx,number,degrees Celsius,temperature in LGR box,genx_export
BoxTemp(2),boxtemp2,site,logger,n,boxtemp2,genx,number,degrees Celsius,temperature in LGR box,genx_export
Logger,logger,site,logger,n,logger,genx,character,NA,logger name,genx_export
Program,program,site,logger,n,program,genx,character,NA,program version,genx_export
Table,table,site,logger,n,table,genx,character,NA,loggernet table name,genx_export
rowid,rowid,key,logger,key,rowid,genx,character,NA,"unique id  for each orginal data row contatenate (timestamp, block, tabletype)",genx_export
time2,time2,key,logger,key,time2,genx,number,YYYY-MM-DD HH:MM:SS,posix time stamp (EST standard),genx_export
TIMESTAMP,timestamp,site,logger,n,timestamp,genx,number,YYYY-MM-DD HH:MM:SS,loggernet timestamp,genx_redoxswap
RECORD,record,site,logger,n,record,genx,number,NA,loggernet record number,genx_redoxswap
Redox5cm,redox5cm,site,logger,n,redox5cm,genx,number,millivolts,redox at 5 centimeter depth,genx_redoxswap
Redox25cm,redox25cm,site,logger,n,redox25cm,genx,number,millivolts,redox at 25 centimeter depth,genx_redoxswap
Redox45cm,redox45cm,site,logger,n,redox45cm,genx,number,millivolts,redox at 45 centimeter depth,genx_redoxswap
Redox65cm,redox65cm,site,logger,n,redox65cm,genx,number,millivolts,redox at 65 centimeter depth,genx_redoxswap
Temp50cm,temp50cm,site,logger,n,temp50cm,genx,number,degrees Celsius,temperature at 50 centimeter depth,genx_redoxswap
Logger,logger,key,logger,key,logger,genx,character,NA,logger name,genx_redoxswap
Program,program,site,logger,n,program,genx,character,NA,program version,genx_redoxswap
Table,table,site,logger,n,table,genx,character,NA,loggernet table name,genx_redoxswap
rowid,rowid,key,logger,key,rowid,genx,character,NA,"unique id  for each orginal data row contatenate (timestamp, block, tabletype)",genx_redoxswap
time2,time2,key,logger,key,time2,genx,number,YYYY-MM-DD HH:MM:SS,posix time stamp (EST standard),genx_redoxswap
